policy,seed,total_reward,final_revenue,units_sold,initial_inventory,sell_through_pct,spoilage_pct,mean_price,mean_discount_depth_pct,steps
q_learning,5000446,1410848.2857165306,1472339.7574365935,100,100,100.0,0.0,19421.129383762203,15.326129175330733,30
q_learning,5000447,1000806.5868142875,1334867.546451882,91,100,91.0,9.0,20576.59427453104,16.145045597250054,30
q_learning,5000448,1551922.9717021734,1566282.0563912021,100,100,100.0,0.0,16683.231644254753,14.45547263612246,28
q_learning,5000449,842979.7065852132,1026621.8621978184,100,100,100.0,0.0,10930.125403139853,43.18441249558532,21
q_learning,5000450,1028642.7803951006,1185879.3212476408,100,100,100.0,0.0,14419.406486169675,30.873585094951995,26
q_learning,5000451,1060118.2129021378,1209847.0341443198,100,100,100.0,0.0,13996.40146329158,30.080936908388406,25
q_learning,5000452,1269018.3763452456,1351532.6520877222,100,100,100.0,0.0,15015.310990902182,23.043020577054097,23
q_learning,5000453,1374063.616562923,1437458.5785008923,100,100,100.0,0.0,15867.461992144701,21.886320218826928,27
q_learning,5000454,1659204.4376279383,1649116.8672336799,100,100,100.0,0.0,17637.476688145776,11.774174278507124,30
q_learning,5000455,1598586.1315898667,1610747.0864183016,100,100,100.0,0.0,18028.832626892498,14.947302964795345,26
q_learning,5000456,1238382.838240306,1314266.2047244534,100,100,100.0,0.0,13777.884325869973,28.28129612186826,20
q_learning,5000457,1287830.045559576,1353152.5804701622,100,100,100.0,0.0,14306.502380832353,25.53956170879552,22
q_learning,5000458,997303.7172011276,1182639.4602541178,100,100,100.0,0.0,18186.672485377258,24.860498059661843,26
q_learning,5000459,681386.0982010822,920405.667839654,100,100,100.0,0.0,10293.104524795663,46.57357166118107,19
q_learning,5000460,783124.3110684972,1002534.8644203242,100,100,100.0,0.0,10529.768339860908,45.3330652398306,19
q_learning,5000461,1187587.2509023896,1298782.670278938,100,100,100.0,0.0,13936.129514706403,29.0404682395856,22
q_learning,5000462,1615090.4540853957,1853884.0186293777,85,100,85.0,15.0,23034.721861970695,3.340629224606569,30
q_learning,5000463,1100155.3734226823,1209607.969883148,100,100,100.0,0.0,13159.930924275111,31.763242276125247,21
q_learning,5000464,1909647.0397134516,1876540.0537847343,100,100,100.0,0.0,20343.519900182106,5.303349110209987,29
q_learning,5000465,1582484.6528465943,1602239.1500230145,100,100,100.0,0.0,19314.6118611006,13.552992647694708,28
q_learning,5000466,1615141.1227992726,1694214.6380609868,94,100,94.0,6.0,19417.059558512337,6.7591201765481514,30
q_learning,5000467,1575680.645357074,1570382.7565588274,100,100,100.0,0.0,16290.747005309278,15.134692975002423,27
q_learning,5000468,696797.4503652579,943897.823200633,100,100,100.0,0.0,9946.709849996412,48.38924770059429,19
q_learning,5000469,1544867.0667960895,1602778.9738494742,100,100,100.0,0.0,20763.107196588364,11.708863803954044,30
q_learning,5000470,1852454.0515300576,1821871.9941353658,100,100,100.0,0.0,19101.67289962616,7.3293178304675894,28
q_learning,5000471,1435063.047584854,1450976.8980500817,100,100,100.0,0.0,14791.156115871063,23.047868374952202,27
q_learning,5000472,1172379.523423519,1273382.887413517,100,100,100.0,0.0,13497.110227115965,29.782103661392178,22
q_learning,5000473,1836848.0596796407,1814346.1221331935,100,100,100.0,0.0,18873.77489659059,9.874345681890409,28
q_learning,5000474,1457638.4743559924,1512602.278482861,100,100,100.0,0.0,20529.71968801403,13.92001699485696,27
q_learning,5000475,1310801.3828699354,1399078.898775279,100,100,100.0,0.0,20938.07506774501,18.251384858589088,28
q_learning,5000476,475541.6485335,797160.4575326848,100,100,100.0,0.0,8700.258987367482,54.872568569452426,21
q_learning,5000477,831423.7248506809,1026430.3697782335,100,100,100.0,0.0,10740.4537610334,44.22872819625951,19
q_learning,5000478,1494354.3874740724,1526296.7160057528,100,100,100.0,0.0,16942.688397939757,16.56171048604105,24
q_learning,5000479,1317244.4182083455,1370729.9311973047,100,100,100.0,0.0,14677.033252059133,24.348716300277573,23
q_learning,5000480,1360664.1978032712,1431617.8117162837,100,100,100.0,0.0,15704.712083926031,19.14493459203043,20
q_learning,5000481,1557710.8896112784,1559488.2492808644,100,100,100.0,0.0,15551.507272929446,18.901270540608138,24
q_learning,5000482,1566281.3072127912,1573474.0052152749,100,100,100.0,0.0,16839.043975159926,16.866139271424466,28
q_learning,5000483,604115.2242992556,869377.3289726335,100,100,100.0,0.0,9762.331644016811,49.28392146871461,22
q_learning,5000484,1763816.4884168492,1805031.6493694158,97,100,97.0,3.0,22712.141938419776,4.532302478391441,30
q_learning,5000485,1727639.847867412,1702304.2929037556,100,100,100.0,0.0,17140.98908975572,12.994768257210307,29
q_learning,5000486,1862886.665558926,1828569.0555455154,100,100,100.0,0.0,18888.8607728381,6.9801837428437015,27
q_learning,5000487,1621131.206794579,1657438.9975228345,100,100,100.0,0.0,20561.057113174054,13.401470443535743,30
q_learning,5000488,1652027.0803152546,1645527.9282044144,100,100,100.0,0.0,17672.405924658688,12.634844384112975,29
q_learning,5000489,315202.00538256124,704589.1958865593,100,100,100.0,0.0,8029.587440688076,58.46735217633303,18
q_learning,5000490,1064753.2120893386,1187810.196460034,100,100,100.0,0.0,12822.951927030885,33.286707584490586,20
q_learning,5000491,1211425.5918739003,1323551.359840994,100,100,100.0,0.0,15713.55259551621,24.21697122986227,24
q_learning,5000492,1126662.2208148388,1238176.1817874894,100,100,100.0,0.0,14117.127894267891,26.787619552669938,23
q_learning,5000493,911352.558921936,1078914.5214276458,100,100,100.0,0.0,11996.070636633802,37.5557038969135,23
q_learning,5000494,1702755.8755275141,1683803.4862826006,100,100,100.0,0.0,16588.018378151115,13.665476212863961,25
q_learning,5000495,1012785.4955068275,1155529.388226793,100,100,100.0,0.0,12538.892334885168,34.775645587141376,20
q_learning,5000496,1159808.6335987048,1272999.6443234743,100,100,100.0,0.0,15315.233818455401,25.070582347582928,22
q_learning,5000497,1025837.9043264902,1373056.6296553581,84,100,84.0,16.0,23524.943311692816,8.328382048906075,30
q_learning,5000498,1641074.9711556984,1630929.8439957295,100,100,100.0,0.0,17573.820622192583,10.613565650854111,25
q_learning,5000499,1623165.781974095,1625348.8339903285,100,100,100.0,0.0,16745.723449707162,15.114810863059452,26
