episode_number,episode_reward,average_reward,revenue,epsilon_value,training_loss,replay_buffer_size
40,18448.873818454373,9810.34336735083,19770.691835079546,,,1086
41,16545.713843924652,9970.709331078779,17015.292330103817,,,1116
42,21015.698846701656,10227.569552372333,20545.937176861906,,,1145
43,18437.373107266718,10414.155996801752,18193.61212619958,,,1170
44,13831.939233369698,10490.10673539215,14350.328023440941,,,1191
45,17480.93087552798,10642.08117322119,17238.081371051914,,,1219
46,11620.843915678595,10662.905912422411,12831.276322373655,,,1243
47,15111.710312184903,10755.589337417463,15336.21416016365,,,1268
48,14138.52113406426,10824.628761838827,14761.404044776937,,,1292
49,16684.35282016208,10941.823243005292,16612.007642799384,,,1320
50,20977.760060742236,11138.60631786288,20494.055110075496,,,1350
51,3557.9172234589387,10992.82383527819,12060.525251069696,,,1380
52,13385.830720389768,11037.97490858218,14073.913103769117,,,1401
53,17183.978769046462,11151.789794887076,17121.419734922114,,,1425
54,15010.058621481676,11221.940137188794,17230.039652590327,,,1455
55,12057.875646591989,11236.867556999565,13017.726382429864,,,1477
56,14885.25663149338,11300.874382867876,17287.86871918425,,,1507
57,21039.679546861975,11468.784816729843,20562.20928039305,,,1535
58,3222.1418978311685,11329.011207934951,13351.18189783117,,,1565
59,-7789.643972394666,11010.366954929457,7016.022694272002,,,1595
60,419.63819524569044,10836.748450672345,10750.92689097649,,,1625
61,12372.176847089542,10861.513424808107,13293.783832677967,,,1649
62,19347.29448261248,10996.208362233574,20238.339247715416,,,1679
63,17528.071929313846,11098.268730469204,18526.086591136907,,,1709
64,11866.061640973361,11110.080929092344,12966.11170043423,,,1732
65,12026.826184481417,11123.97100871945,13067.809424885736,,,1754
66,13521.369532772465,11159.75307624263,14268.437546329409,,,1775
67,10341.167198053847,11147.715048622207,12097.62699807525,,,1798
68,17996.044343552545,11246.966197824095,17701.743403297314,,,1828
69,-8210.572283040317,10969.001362383176,7015.227716959685,,,1858
70,12855.443914295642,10995.570975790393,13559.479912639505,,,1881
71,13587.337226379115,11031.567729270793,17537.369993608172,,,1911
72,8122.367156040888,10991.715666623808,14639.06332027373,,,1941
73,11812.0517275395,11002.801289068615,13224.182607457395,,,1962
74,18956.832002308925,11108.855031911819,18931.707438226695,,,1992
75,13390.285803103088,11138.873857848546,13929.813935870323,,,2019
76,8906.956323519587,11109.887915844274,10844.5238455126,,,2041
77,15908.831723074985,11171.412836449797,16183.059623800105,,,2067
78,-10438.405862400003,10897.870827603598,5411.7941376,,,2097
79,15047.086327693449,10949.736021354718,15503.825241401302,,,2121
80,9923.965127193214,10937.072183155195,11495.223938225925,,,2143
81,18928.231527980875,11034.525345896971,18598.543324798793,,,2171
82,-5775.2677533866645,10831.99771819476,7612.78318928,,,2201
83,6549.525184664198,10781.015902319396,9357.280985684876,,,2222
84,17342.632707838835,10858.211394149035,19444.099040414,,,2252
85,11500.6756586095,10865.681908852064,12515.487451442286,,,2276
86,17996.709211105415,10947.647739912447,18512.321117373747,,,2306
87,9198.266744521748,10927.76841041937,15273.925538795944,,,2336
88,9492.75692133582,10911.644685822926,11430.51784026413,,,2359
89,15815.892282382702,10966.1363257847,18309.648831793398,,,2389
90,11519.49727897468,10972.217215380195,12830.592593610216,,,2409
91,6306.128161378198,10921.498856097565,14631.208075986353,,,2439
92,9613.689465512374,10907.436389532133,11466.443797938786,,,2460
93,14719.85318558708,10947.99401502208,15099.610825287888,,,2488
94,5274.03996337789,10888.268182899508,13620.706357127889,,,2518
95,12765.247607829775,10907.820051909199,13707.51351315428,,,2543
96,14014.822752234375,10939.851007582653,14538.008705397135,,,2564
97,10365.012537936698,10933.985308912797,11815.117934740689,,,2586
98,10490.405805724151,10929.504707870488,15843.48034540689,,,2616
99,10666.598762737944,10926.875648419164,16206.413834164814,,,2646
100,8953.799020468707,10931.480665189098,10944.03063107721,,,2668
101,11540.341593812533,10935.099114073397,12733.760297773724,,,2689
102,12535.946706776642,10951.356519695362,13560.357349009122,,,2712
103,16681.970059567,10976.647336875361,16791.227386009585,,,2739
104,15056.629329848238,11160.182703673643,15241.24057366972,,,2764
105,12844.801584142111,11165.19490592105,13600.020603114153,,,2786
106,-2102.3736914333567,11134.84395220428,9459.887183597893,,,2816
107,937.4636139587819,11006.940513349977,11338.215409618046,,,2846
108,10059.033163261383,11105.274868408818,11617.533840251415,,,2867
109,10729.030593408708,11040.414690230999,12898.543771474713,,,2896
110,16530.767865920923,11065.264031654191,16574.334783551687,,,2923
111,13977.387818608879,11137.278460938282,14539.188186376337,,,2946
112,14037.038090972888,11156.503276435711,14753.653863274025,,,2972
113,-10012.425517088577,11047.376742729926,5818.241149578089,,,3002
114,9915.836072562764,10973.39843312754,11761.526121309944,,,3028
115,17419.249016239974,11137.118293748154,17412.519211026243,,,3056
116,12781.027913145288,11060.397606911834,13584.24333379531,,,3078
117,17370.4796036813,11088.73534467348,17455.26759088831,,,3105
118,10455.213809573279,11102.683351803797,12006.144877551329,,,3126
119,13737.10433098657,11138.743640365821,14318.26545152832,,,3146
120,8827.974683884418,11146.996462836942,10687.567166331552,,,3170
121,3335.379983136647,11001.252433350637,13135.579983136644,,,3200
122,-10179.983360807342,10798.613084222088,5663.416639192658,,,3230
123,19948.281407744962,10818.251538302728,19527.794505125472,,,3259
124,12954.496767517605,10797.410810148915,13735.270036738826,,,3282
125,12271.980615802499,10756.38667466774,13203.65606842209,,,3303
126,14692.049904622201,10784.073707888252,15063.12943705523,,,3328
127,18760.690579892125,10820.995904314315,18388.909371218924,,,3356
128,13838.39104407548,11069.626963164674,14700.32085046982,,,3383
129,7915.928420019718,11146.995015644692,10267.490715292215,,,3405
130,7713.797962741436,11073.852610072796,10144.324620405558,,,3425
131,16368.034477590385,11122.896236691242,16750.51629833947,,,3450
132,17396.881785131663,11324.297306898223,17268.387022977753,,,3478
133,-5283.616794207894,11233.654344089186,8306.583205792107,,,3508
134,11242.809153659151,11250.813426131203,16131.5319965307,,,3538
135,11628.58741434156,11271.642745491941,15816.939666402588,,,3568
136,813.7079879509893,11164.544751773175,11195.727987950988,,,3598
137,15449.71570659934,11210.818834689171,15563.287710685103,,,3625
138,16797.03312755139,11291.300081362693,17026.668992432362,,,3653
139,17949.00339846152,11348.018258431086,19885.814781235455,,,3683
140,13755.12388007212,11301.080759047263,14365.595375897114,,,3708
141,17390.338278967633,11309.527003397692,17625.012652122223,,,3737
142,-8359.52342491399,11015.774780681533,6660.27657508601,,,3767
143,16335.98351861136,10994.760884794981,16506.35749360558,,,3791
144,-10997.6324944,10746.465167517284,4813.918755600001,,,3821
145,2340.2366619435816,10595.05822538144,11668.938324964007,,,3851
146,10208.753718225733,10580.937323406913,11742.664570065308,,,3872
147,14531.329522370865,10575.133515508773,15016.552656217375,,,3898
148,18074.55295124386,10614.49383368057,18268.769831704118,,,3924
149,13160.84588840343,10579.258764362983,16832.87772539211,,,3954
150,12719.921224306843,10496.68037599863,13479.864087570895,,,3977
151,15099.949195817697,10612.100695722218,15440.750200208702,,,3999
152,3187.0228400513115,10510.112616918832,7137.14313855972,,,4019
153,10892.388770806487,10447.196716936432,12186.783180116738,,,4044
154,18718.685780412397,10484.282988525738,18574.1703221135,,,4074
155,15958.71143768667,10523.291346436685,18457.1959442572,,,4104
156,16146.752542257695,10535.90630554433,16575.832130565796,,,4131
157,16912.950857655294,10494.639018652262,16937.649090812454,,,4154
158,21167.353602497984,10674.091135698929,20639.12704215268,,,4183
159,-1640.0904736260436,10735.586670686616,9730.301330066375,,,4213
160,21533.78750696143,10946.728163803777,21620.137487278116,,,4243
161,11027.53687171986,10933.281764050078,16013.772183141342,,,4273
162,13175.472759430122,10871.563546818252,16593.593892111425,,,4303
163,18743.821737541686,10883.721044900529,18498.270574466987,,,4332
164,11759.380665095165,10882.654235141748,16488.03459741433,,,4362
165,10792.709604360276,10870.313069340535,12188.697805926402,,,4380
166,15386.212918508378,10888.961503197894,15714.9322543277,,,4407
167,-5150.994432904741,10734.03988688831,8856.805567095258,,,4437
168,13103.073423902895,10685.110177691817,13776.993264631803,,,4460
169,14645.826747060162,10913.67416799282,15342.125929629883,,,4483
170,14533.083377628409,10930.450562626147,14864.581554129654,,,4505
171,20337.219836505134,10997.949388727407,19943.973126830428,,,4533
172,12300.212460938465,11039.727841776381,13466.007931274591,,,4557
173,15690.17406111619,11078.509065112152,15889.037522490333,,,4581
174,9056.289041203325,10979.503635501096,11145.478512492064,,,4604
175,11611.415677933152,10961.714934249398,12842.244946691135,,,4624
176,10970.967152441877,10982.35504253862,12209.07638868948,,,4648
177,8483.778952667035,10908.104514834537,10541.585214724839,,,4671
178,12821.755345555408,11140.706126914094,13684.965263774886,,,4699
179,3845.8498390535115,11028.693762027693,13018.249839053513,,,4729
180,13360.841725778206,11063.062528013545,13968.016664703402,,,4752
181,5924.273885381543,10933.022951587553,12792.406858552013,,,4782
182,10681.858275054958,11097.594211871967,12099.2520476353,,,4803
183,14005.154443552368,11172.150504460851,14727.48242681494,,,4829
184,17489.142457216214,11173.615601954622,17423.227380183886,,,4857
185,18019.410584342935,11238.802951211957,17724.52176394643,,,4886
186,10016.91570684925,11159.005016169394,15575.938959993622,,,4916
187,20491.331156703884,11271.935660291216,20015.00043308658,,,4946
188,4472.817978223553,11221.736270860092,13610.022239323655,,,4976
189,-2925.806451379196,11034.319283522475,10088.993548620805,,,5006
190,19513.7657326515,11114.261968059243,19132.35204047159,,,5036
191,13247.368087639032,11183.674367321853,14032.75393549297,,,5060
192,8897.270650081042,11176.51017916754,15474.722246977082,,,5090
193,9236.99148771486,11121.681562188816,11194.812965215777,,,5113
194,1856.5963311283704,11087.507125866323,11081.990449981186,,,5143
195,-2626.826281156771,10933.586386976456,9641.087814144,,,5173
196,7961.982975210573,10873.057989206216,10522.630171663479,,,5192
197,7538.09847719324,10844.78884859878,10116.127054384933,,,5214
198,13195.133236113223,10871.83612290267,13836.527256869533,,,5237
199,10038.505813815185,10865.555193413446,16180.105813815186,,,5267
200,1628.0655281348754,10792.297858490107,11574.020778794204,,,5297
201,17542.482470192906,10852.31926725391,17362.961080393143,,,5321
202,9237.131389554817,10819.331114081691,11169.57474463548,,,5342
203,2741.6205980602936,10679.927619466625,11724.29873355227,,,5372
204,15367.735587107905,10683.038682039221,15628.879647292146,,,5400
205,16052.309844834548,10715.113764646147,16272.219422717297,,,5429
206,2640.6089817525426,10762.543591378006,12359.41279436843,,,5459
207,16306.989546524108,10916.23885070366,16385.137828366507,,,5481
208,17938.491234238372,10995.033431413427,17897.367599264308,,,5510
209,19801.20641724736,11085.755189651814,19578.684347187143,,,5540
210,17009.576939149796,11090.543280384103,16975.569138799936,,,5563
211,9875.267951791287,11049.522081715926,15650.691226003502,,,5593
212,7700.485708764798,10986.156557893846,10078.647275856927,,,5614
213,6174.842585713977,11148.029238921872,12845.0086302354,,,5644
214,15710.616055478473,11205.97703875103,18969.024555656757,,,5674
215,13399.246050469188,11165.77700909332,14045.777774722803,,,5697
216,4458.038012809035,11082.547110089963,8069.49499279829,,,5720
217,15142.557953225767,11060.267893585404,15541.627926840589,,,5746
218,14178.664415280595,11097.502399642477,14606.469665132674,,,5774
219,10864.627650845996,11068.77763284107,12135.15411499061,,,5795
220,13194.335448565838,11112.441240487886,16726.929310388325,,,5825
221,4865.09809495138,11127.738421606035,12490.610956218577,,,5855
222,12102.011025042295,11350.558365464529,13198.903108566969,,,5880
223,-2077.7139429924173,11130.298411957156,9098.408190340915,,,5910
224,11410.51584156168,11114.858602697595,12498.249242538732,,,5933
225,6928.06369062566,11061.419433445826,14298.048791685567,,,5963
226,9060.106902506965,11005.100003424674,11157.741978722372,,,5984
227,15263.820033427708,10970.13129796003,15772.373880195888,,,6008
228,9658.71335241041,10928.33452104338,11423.586963554568,,,6031
229,1408.8136046237923,10863.26337288942,11794.148919850028,,,6061
230,18557.90258326282,10971.704419094636,18392.99782398194,,,6091
231,-4344.743425542823,10764.576640063304,8862.92324112384,,,6121
232,14833.615109601204,10738.943973308,15192.81041172681,,,6144
233,-13168.203250000002,10660.098108750079,3897.4480000000003,,,6174
234,8433.82456945213,10632.00826290801,10693.984018211688,,,6196
235,4958.616577918712,10565.308554543775,13068.879770896283,,,6226
236,18390.012947662435,10741.071604140892,18426.73774564726,,,6254
237,5621.390180039725,10642.788348875294,8665.337535006427,,,6274
238,11042.443670966797,10585.242454309451,12342.134389275632,,,6293
239,-5441.741347277599,10351.335006852058,8567.4586527224,,,6323
240,1898.4784745065645,10232.768552796402,12446.688074506565,,,6353
241,19068.370528024476,10249.548875286971,18823.320483057745,,,6382
242,13474.689681442742,10467.89100635054,18362.840336506975,,,6412
243,14962.176008636212,10454.152931250788,15265.22874201765,,,6438
244,9480.945010060183,10658.93870629539,11591.161970665342,,,6461
245,17812.222877453438,10813.65856845049,17591.300442740845,,,6488
246,20403.800234179205,10915.609033610024,20128.8003450006,,,6518
247,16274.080353596797,10933.036541922284,16442.49016020125,,,6541
248,13613.390336130593,10888.42491577115,14478.093730714956,,,6561
249,16592.849197459258,10922.744948861708,16603.175972300105,,,6589
250,16776.864268066645,10963.314379299303,16738.122354584248,,,6611
251,10429.412322794984,10916.60901056908,12060.77061633243,,,6631
252,17831.18553185921,11063.050637487158,17621.563222265773,,,6661
253,8585.105315743462,11039.97780293653,14175.0424281045,,,6691
254,15467.705956777078,11007.468004700177,15647.119468049552,,,6714
255,16610.61462764772,11013.987036599787,16522.094839538346,,,6741
256,17697.685350993215,11029.49636468714,18869.69499285943,,,6771
257,-3669.9400484182643,10823.667455626404,9507.859951581739,,,6801
258,11715.896014904236,10729.152879750465,12837.649116329856,,,6821
259,11409.761511415862,10859.651399600887,12703.364442237546,,,6844
260,12680.160667748976,10771.115131208764,13581.77196026156,,,6868
261,19230.999418119925,10853.149756672761,18940.039083135165,,,6897
262,16962.026145452764,10891.01529053299,16920.785126577684,,,6926
263,5557.108074930857,10759.148153906885,14331.50807493086,,,6956
264,14811.594067201724,10789.670287927947,15066.919924197211,,,6982
265,17920.9569627936,10860.95276151228,18456.908617872166,,,7012
266,-5732.57302631039,10649.764902064093,8072.760307022943,,,7042
267,6725.692397220893,10768.531770365349,14232.839269586138,,,7072
268,2663.302589940782,10664.134062025729,12407.03026994078,,,7102
269,9163.95066257153,10609.31530118084,14389.210155096882,,,7132
270,8243.107582170633,10546.415543226265,13653.387430641978,,,7162
271,18771.8464502998,10530.76180936421,20431.161631035604,,,7192
272,9467.707965483163,10502.436764409656,11358.35612507651,,,7214
273,13898.68203400179,10484.521844138513,14585.976781813288,,,7237
274,17833.830328451437,10572.297257010994,17720.240938822208,,,7264
275,16087.497477740211,10617.058075009065,17461.165725289015,,,7294
276,16889.332101792163,10676.241724502568,17104.524063172437,,,7320
277,9224.619386620092,10683.650128842099,11074.915200101841,,,7340
278,13480.94394412413,10690.242014827783,17592.921682397817,,,7370
279,20598.675489787267,10857.770271335121,20181.45134002454,,,7399
280,2586.2685379221894,10750.024539456563,12537.071133762189,,,7429
281,5155.446451324743,10742.336265115997,12911.839095213094,,,7459
282,17556.794850824615,10811.085630873693,19486.122261113058,,,7489
283,15760.989456875073,10828.643981006919,18065.16448406368,,,7519
284,16255.679264262113,10816.309349077377,16259.453371924985,,,7545
285,15971.748459305563,10795.832727827004,16283.34734182011,,,7571
286,14854.328154044637,10844.20685229896,16600.321013478762,,,7601
287,14952.254146367453,10788.816082195593,17295.51138167824,,,7631
288,9941.650336555507,10843.504405778915,11512.245484301853,,,7654
289,862.6489507064052,10881.38895979977,11804.550825706407,,,7684
290,-3121.054700241735,10655.040755470838,9027.745299758264,,,7714
291,18607.308978968304,10708.64016438413,18323.840033231543,,,7739
292,22260.50443157453,10842.272502199065,21915.760051878216,,,7769
293,11814.673134047438,10868.049318662393,12754.326195438949,,,7794
294,10971.340455162888,10959.196759902738,15279.285511826976,,,7824
295,-446.15076627757117,10981.003515051527,9761.472054589409,,,7854
296,13750.04065091575,11038.884091808577,14345.045549449016,,,7877
297,12178.10578427565,11085.284164879402,13142.45518247453,,,7900
298,15069.29013180516,11104.02573383632,15560.842249632042,,,7924
299,18327.704301788388,11186.917718716057,18045.709745876058,,,7952
