episode,reward,revenue
63,4612.414841601071,8159.161296783556
64,1529.2416416393298,11922.85741038933
65,14479.34932226391,18387.93726504896
66,12584.295830721718,13734.772593142638
67,16646.41335676161,16559.271144725884
68,13738.628595855069,18203.40168124595
69,14271.21098996557,14787.42629273569
70,11449.038346229794,14599.64909480391
71,6199.617110460036,14082.134497793366
72,-3173.72619794859,9203.199978035545
73,10273.693336418473,11833.17866788553
74,16056.030948037826,16339.885517092758
75,13582.164104123754,17450.31803739706
76,17030.13288647906,19527.668649276337
77,12012.416810455501,13521.45105589132
78,4873.853779870888,12992.179279207126
79,-2958.475284050368,8255.785986926232
80,18734.135576267414,18381.315644656952
81,15617.366932093892,15873.459065283594
82,-1397.0046058591488,10160.814282982454
83,8617.685256088647,15726.076671758748
84,14276.006573713035,14763.273905743743
85,16732.035827411164,16639.688045630723
86,8657.614098064543,14483.058536493012
87,5728.384635223682,8765.871179716363
88,14664.24922724197,15435.34284232558
89,5719.571599881814,8711.717148423575
90,14949.823106801006,15569.955705110835
91,12461.083586184088,13482.724738835923
92,18325.182806672015,18069.473280489503
93,-5700.418497315871,7900.698169350797
94,13414.40125026993,14167.996976576955
95,-1018.0042888915486,10133.630149770317
96,17185.906894787127,17163.18101623815
97,5931.6008208513085,14464.191519698816
98,-7196.472107427011,7214.927892572988
99,14903.747778914745,15094.642167504446
100,16467.533852890323,16847.945496547036
101,12624.082752071548,14683.608906391673
102,19915.627395870673,19514.1184680217
103,7479.280503869753,10036.705289011607
104,10128.180338046943,11612.916209861676
105,5067.567578354769,13457.38794145487
106,9760.595876715204,11409.150177272513
107,14196.14440004577,16452.88104722112
108,17597.59599567649,17369.854545272265
109,13065.783169949367,14887.225065248984
110,15005.45265580283,15391.623070290923
111,9826.779530961609,11588.18025749709
112,12165.82774247144,13277.53552251263
113,18809.47163718692,18547.197367337532
114,1812.2697351708812,11787.061728585353
115,157.00537328234896,11726.405373282349
116,-3379.3195253199174,9194.080474680086
117,13346.286329350882,14049.051536146028
118,13519.075608812813,14475.31061715639
119,15115.561628901485,15572.75700075865
120,17856.735649263584,17724.033211257425
121,11556.043027933229,12663.792535005758
122,12763.387372753423,13508.028691419933
123,10108.302123517906,11602.956554538383
124,15971.04937412027,16859.66598791575
125,14214.200334212,15163.884042957025
126,15542.418035714067,15910.188025982772
127,12956.780784768489,13804.956833536235
128,12739.731075181253,13683.947304736204
129,17285.5041229358,18052.602301350285
130,6985.802214758083,14919.693938431199
131,8977.833091009343,10863.979029817332
132,14593.970553529896,15160.225860796972
133,12402.493005127788,13314.111681212164
134,13188.785870277148,14272.186272376592
135,7378.478758898314,14327.71922219295
136,16879.234420332876,16885.051309342703
137,13681.904785833456,14200.831196534938
138,-4786.258931851991,8804.94106814801
139,20364.947184547393,20465.763566977585
140,11706.94813174991,12718.791440602614
141,6930.430258333693,14456.789481678667
142,16868.344515328456,17639.81455267853
143,20482.6282106481,19980.48755461366
144,15267.430495815946,15865.01738886323
145,15600.369175006383,17732.932920686348
146,11666.940739575834,12879.37053851763
147,4282.622224848685,13636.896896515345
148,10507.144686006497,12195.776148646393
149,12629.288174083877,13590.864980473527
150,20842.324979869594,20747.23102871049
151,5990.904741643084,13763.18917297532
152,8470.610678391551,10574.144400586614
153,15824.159075472768,16612.187213560926
154,-9835.314770019086,6019.685229980916
155,7049.280047591299,9629.305119192764
156,13592.66047951899,14368.933157121128
157,11730.544505298276,13055.279486465291
158,17239.976869583446,17128.89397708924
159,-1311.9428020882879,9829.456249465084
160,14978.063099459343,15330.465173699926
161,13379.239745773788,13971.593245309567
162,15656.476303497871,15821.135289760183
163,10363.680146921311,12072.50546464557
164,14567.477233278805,14983.97362989413
165,-11031.73776450134,5428.728902165324
166,15172.56633486541,15416.819303446371
167,18124.40468408457,18004.299731721487
168,12678.76563172907,13573.694779228385
169,16431.742405360492,16433.58579019394
170,10142.505356739244,11783.362903741498
171,21336.581281821454,20813.968936981546
172,12627.781843897683,13816.245879919776
173,15980.782867117692,16282.590218424837
174,13514.182644999182,16894.32239981606
175,18819.356014571476,18584.219174452555
176,12896.744142579299,13900.342993458038
177,7005.892646682883,9674.837315759409
178,10610.07458080367,14098.262510033957
179,12336.005706787413,13341.374255518791
180,19014.835440969648,19159.504677346773
181,13412.746694012887,13983.905466383065
182,-8615.574053592267,6615.825946407733
183,6233.055347990221,9557.620808896625
184,13560.183987352966,14147.912302008357
185,12396.289764486964,14036.35702843049
186,15309.019609397503,15694.865091538579
187,11269.232636956987,12451.422523688003
188,12065.023490987913,16658.130190561602
189,4041.474077868028,13221.258586554317
190,18667.24207740336,18447.029443399624
191,18867.295226059345,18572.31062354084
192,14756.225757536416,17168.014138793027
193,-169.6486199320043,10984.551380067995
194,-788.1583600843114,10364.329010478888
195,18806.425742972835,18513.937099323695
196,8372.953073617586,10740.061361722037
197,13783.549158651887,14822.361931596186
198,7311.197957718124,9857.683372710613
199,19359.591452324737,19022.83880491618
200,18216.828853075083,18006.996252933906
