episode_number,episode_reward,average_reward,revenue,epsilon_value,training_loss,replay_buffer_size
129,16285.02975654869,10658.996245619284,16357.206026186288,,,3476
130,10971.49170625442,10762.562587695573,15691.324655022547,,,3506
131,6984.949791353721,10779.886052625989,9699.526144221862,,,3525
132,20352.89880194313,10876.441933867258,19913.914022649325,,,3553
133,-5515.095455838704,10652.586617134304,8272.3045441613,,,3583
134,10324.680318976134,10669.288467209706,16414.20089088399,,,3613
135,9415.074690837517,10752.658884170914,11043.310033161859,,,3638
136,4130.988637841605,10660.196314845598,12928.624282224839,,,3668
137,5309.32865697402,10619.395254315628,8451.677577301472,,,3690
138,2122.345466075907,10464.238869873883,10952.234470013902,,,3720
139,13097.483036751742,10568.913346184736,13841.657635801252,,,3741
140,16445.700570187117,10567.400732154383,16348.481200504506,,,3767
141,16976.986299957058,10718.77384107051,17030.838179969884,,,3793
142,14768.293177928479,10780.916945523224,15028.246244413878,,,3819
143,14529.931290692752,10766.23154624697,14861.379177694605,,,3841
144,12255.155185544441,10721.903945703889,13158.674595616318,,,3863
145,10917.453146581962,10847.971756920362,12305.672826074517,,,3884
146,10128.00343358198,10766.734961667247,11809.375471143825,,,3906
147,14680.710129220377,10916.363635085083,14972.777578124827,,,3932
148,18519.468222039653,10954.910960794798,18462.9291788194,,,3961
149,13475.68898527817,10938.52644074941,14095.867244479623,,,3981
150,17022.509255160225,10959.184874000575,17025.70255544651,,,4005
151,14184.360017533123,11252.049435979909,17874.87910311566,,,4035
152,9039.389885016553,11205.153730803808,10931.20927445135,,,4058
153,16474.99225303471,11294.692220165802,16490.504514819604,,,4088
154,14825.393714921694,11307.372467491528,16297.95133510339,,,4118
155,11591.244682713419,11305.88302061035,16943.262665872222,,,4148
156,11287.950527687262,11233.636350853421,12561.187466829137,,,4172
157,20390.66587309163,11228.871471218828,19926.03137566161,,,4202
158,13183.485767910455,11353.001848658314,14081.407856791458,,,4225
159,4062.406820413802,11231.584842580429,12666.781618817,,,4255
160,16843.086351289072,11323.056829264398,19020.314658750453,,,4285
161,14417.921584880394,11340.953468807742,14871.729449901892,,,4314
162,15449.368901578991,11348.110314643802,17003.46179860822,,,4344
163,3875.5317524507445,11506.151464202361,7594.236540149761,,,4364
164,15227.796449649448,11518.841250493177,15561.613914777774,,,4385
165,2879.619142794013,11488.99700310607,10926.04814062947,,,4415
166,10765.531575768106,11431.71514086083,12154.24741778799,,,4436
167,17651.907025852946,11415.83293742115,17438.075997866254,,,4464
168,13981.890265202255,11352.170512060835,14537.27411517437,,,4488
169,2532.574792209225,11274.334384528669,12488.574792209221,,,4518
170,8979.638270758547,11209.757766774641,11112.102472730961,,,4539
171,17440.958773844304,11194.773785936679,18671.481359669368,,,4569
172,-7557.293341972358,10986.118077344237,7241.906658027643,,,4599
173,14105.262760827216,10977.4548572718,14770.302630330505,,,4624
174,9514.757159621904,10905.818188142366,15249.643097822689,,,4654
175,11430.318846921708,10910.267522593422,12596.56469394316,,,4674
176,10310.695136395789,10874.016306303913,11997.207954612775,,,4698
177,17592.223279705682,11024.366662839397,17873.92931460718,,,4728
178,13805.185180030601,10995.459959125339,14397.102021523036,,,4756
179,12557.297620134568,10940.11507487454,15120.399492544078,,,4786
180,10042.073307286406,10892.539526272712,11590.222769475924,,,4807
181,8902.695777122388,10809.60933916233,14855.878248605499,,,4837
182,8498.793143967132,10950.065062597954,10629.49845521989,,,4857
183,15762.819269298085,10999.8273923924,16071.761386718445,,,4883
184,6587.55236077494,10908.981789910342,14324.037397229939,,,4913
185,11233.525931201555,10936.995803265821,12359.1609245548,,,4934
186,14211.003855381092,11009.381847367913,14698.709200022678,,,4955
187,10311.92709615688,10960.90297906011,11745.823972536864,,,4977
188,14226.870987369291,11000.57673189612,14603.467767817872,,,5003
189,11913.470682806495,10979.44413029509,15745.184050317901,,,5033
190,12294.786405084033,10885.431279101434,13196.471951262823,,,5057
191,3160.802862353535,10771.567428154993,7165.881972939734,,,5077
192,12868.18690029709,10761.053986393974,17344.14760133103,,,5107
193,15698.841657189945,10812.966875444534,15800.311000807982,,,5131
194,15351.916267957717,11000.066840353262,16721.17418661432,,,5161
195,20413.078491747536,11087.240156200713,20012.066740200415,,,5190
196,-13274.73274222308,10991.356698782274,3983.667257776919,,,5220
197,18435.002871885794,11038.09036038816,18963.085113144378,,,5250
198,11379.790398434652,11255.556714250408,12725.862754218537,,,5273
199,-11133.580046058993,11189.819302846381,5306.019953941008,,,5303
200,1425.062704264723,11059.902383550927,10962.66781725369,,,5333
201,12199.750149624117,11028.269865561027,13151.036768950218,,,5354
202,-4652.348328859815,10951.536051444527,8129.541387775529,,,5384
203,18853.75515091512,11068.883217712684,18788.85562178922,,,5414
204,15418.60845824295,11051.453955742536,15581.83000411063,,,5442
205,12343.302784924159,11026.172900044658,15965.509533789216,,,5472
206,13228.60250359811,10969.112574073364,13972.281982841827,,,5494
207,15206.623833673772,11020.206781767725,15575.442101080234,,,5517
208,-565.3710271632863,10856.600434190366,10628.748972836715,,,5547
209,8887.92894323441,10759.975514530555,10963.67099191036,,,5569
210,20034.213686469564,10864.704165210771,19642.325060562238,,,5599
211,17036.30230412204,10926.340926682662,17339.015590429295,,,5629
212,12962.762748171164,10880.585577442502,13630.75253595294,,,5651
213,11243.40139746768,11125.826960473978,12553.534105169449,,,5675
214,3601.830971383489,11013.055490672363,7591.354710324676,,,5693
215,17293.845231129442,11029.887199870225,17098.38814393599,,,5721
216,10999.65553268259,11045.442283292143,12343.241696041632,,,5748
217,3149.122792526803,11031.961680116907,12473.355381179303,,,5778
218,13667.724439291773,10996.931851149619,15605.968810176497,,,5808
219,17650.431964977946,11076.51589485117,17618.22384555689,,,5835
220,10188.683276109776,11046.900376504469,11698.042277158915,,,5853
221,7219.827279340116,10975.71637350457,13283.156141955893,,,5883
222,16778.239782276793,11068.84620508255,17957.03572032574,,,5913
223,1966.1914849238237,10960.98290300114,11266.50297355617,,,5943
224,18350.90347440182,10963.014308059554,18005.196819243432,,,5973
225,4236.5177466418445,10855.332079455915,12998.246265868129,,,6003
226,1357.8898407754132,10796.361700498313,11946.169840775412,,,6033
227,13929.410756440304,10853.550312562746,14498.78816741054,,,6053
228,-8889.586941408093,10720.513445923676,6334.613058591906,,,6083
229,-7169.834455898717,10485.9648037992,7238.76554410128,,,6113
230,-5921.85976076165,10317.031289129038,7436.740239238347,,,6143
231,10349.403181980008,10350.675823035299,15682.543095459736,,,6173
232,-3323.0624281570654,10113.9162107343,9469.204238509603,,,6203
233,12912.351272500531,10298.19067801769,13989.063774705792,,,6230
234,10874.77655056369,10303.691640333565,12143.020758102564,,,6253
235,7127.038196278173,10280.811275387972,9694.747065223744,,,6274
236,11574.587175312106,10355.247260762677,16506.154003176187,,,6304
237,18077.398660945026,10482.927960802386,18823.196781159604,,,6334
238,13952.075322478047,10601.22525936641,14508.327804342263,,,6356
239,17424.491063774676,10644.495339636638,18450.21644570542,,,6386
240,18120.006503126267,10661.23839896603,18236.082902001395,,,6414
241,19147.88232751716,10682.94735924163,18793.66665889046,,,6442
242,-8189.638172678164,10453.368045735564,7245.361827321831,,,6472
243,-8677.594118964,10221.292791638996,6756.005881036003,,,6502
244,18939.63173301346,10288.137557113687,19724.901154623763,,,6532
245,21383.640423039047,10392.799429878258,21259.11889076502,,,6562
246,11314.201609266329,10404.661411635101,12559.564273951493,,,6583
247,10153.582240415088,10359.390132747048,11600.468821276207,,,6604
248,18349.15956579038,10357.687046184556,18148.61775016484,,,6627
249,-246.56190705253175,10220.46453726125,10513.78258958747,,,6657
250,15665.925195945485,10206.8986966691,15886.93237103831,,,6678
251,10153.51502094004,10166.59024670317,11715.94089615398,,,6697
252,15106.005828700152,10227.256406140008,15347.639790398025,,,6724
253,10610.669236466774,10168.613175974326,12670.203889343225,,,6752
254,19791.146939028742,10218.2707082154,19356.26813786792,,,6782
255,11700.461669770073,10219.362878085965,12772.29016274201,,,6804
256,12567.432024825128,10232.157693057345,13622.249526972588,,,6825
257,14274.311532436175,10170.994149650789,14717.516401162142,,,6851
258,14671.397879518467,10185.87327076687,15573.912272370562,,,6881
259,3899.9384880448324,10184.248587443179,13058.338488044836,,,6911
260,15072.395672736146,10166.541680657649,15419.721553441646,,,6934
261,12187.986253834144,10144.242327347187,16891.833853834138,,,6964
262,15330.763593212547,10143.056274263521,15471.874745322464,,,6992
263,1846.2740703584152,10122.763697442599,6451.805540109518,,,7009
264,16452.034117145882,10135.006074117564,17637.417790764193,,,7039
265,5668.526602155504,10162.89514871118,8861.759314368237,,,7060
266,11759.99838401323,10172.83981679363,13451.544027453623,,,7086
267,14077.466644906468,10137.095412984165,14824.043199418726,,,7107
268,14786.409032245734,10145.140600654599,15078.489234787121,,,7130
269,6963.892455310794,10189.453777285617,14466.935760345437,,,7160
270,-8882.645225405839,10010.830942323972,6352.15477459416,,,7190
271,9073.913778815551,9927.160492373685,11058.931224793843,,,7213
272,16150.041863777265,10164.23384443118,16140.49078772074,,,7237
273,17713.011816531023,10200.311334988219,17645.90034139908,,,7266
274,6642.865673666673,10171.592420128667,13840.299238790636,,,7296
275,3967.8106994214577,10096.967338653665,12876.489415879598,,,7326
276,12641.292896857427,10120.27331625828,16379.555898820028,,,7356
277,6747.9349828227505,10011.830433289451,14037.858942379273,,,7386
278,15157.206433335945,10025.350645822504,18075.60099657103,,,7416
279,9647.572975389376,9996.253399375051,11466.538790028584,,,7437
280,11484.406799021179,10010.676734292401,16535.526759325294,,,7467
281,11464.153626718471,10036.29131278836,12603.530495800149,,,7488
282,12120.886916285146,10072.51225051154,13090.430676235022,,,7509
283,1674.9590054955534,9931.633647873516,12039.636381495551,,,7539
284,15482.229455253108,10020.580418818297,15789.91630897827,,,7565
285,20128.508188958593,10109.530241395869,19678.634661142427,,,7593
286,15726.850123958055,10124.688704081638,15792.846948535285,,,7619
287,17846.33049143045,10200.032738034375,17708.583724515607,,,7648
288,5933.167671672266,10117.095704877405,14273.04073833893,,,7678
289,12033.24969623706,10118.293495011709,13003.12500019345,,,7701
290,17800.338802646478,10173.349018987334,17608.177526768897,,,7725
291,11948.874439620382,10261.229734760003,17151.71406316385,,,7755
292,18119.703464189028,10313.744900398922,17907.26481576105,,,7784
293,18079.733286755796,10337.55381669458,17790.34847155362,,,7813
294,19551.9289271824,10379.553943286828,19262.53969295982,,,7843
295,4428.887165346801,10219.71203002282,8082.653145403076,,,7867
296,9568.949308923684,10448.148850534286,14686.244076333425,,,7897
297,18173.607767960882,10445.534899495038,17971.144900898664,,,7925
298,20181.0728811437,10533.547724322127,19723.7922207083,,,7955
299,21216.206221355777,10857.045586996277,20739.719226781035,,,7984
